Ship Mode,Region,Division,Factory,Product ID,Country/Region,Sales,Units,Gross Profit,Cost,Factory_Lat,Factory_Lon,Dest_Lat,Dest_Lon,Shipping_Distance_Miles,Ship Mode_enc,Region_enc,Division_enc,Factory_enc,Product ID_enc,Country/Region_enc,Sales_scaled,Units_scaled,Gross Profit_scaled,Cost_scaled,Factory_Lat_scaled,Factory_Lon_scaled,Dest_Lat_scaled,Dest_Lon_scaled,Shipping_Distance_Miles_scaled,Lead_Time
Second Class,Gulf,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,6.5,2,4.22,2.28,32.076176,-81.088371,35.5,-79.4,255.6494438913546,2,1,0,4,1,1,-0.8950833270006586,-0.8300501283741505,-0.9114902825422762,-0.8268046219587886,-0.46101816903483744,1.1745497289985671,-0.6041527517132829,0.8716153378138586,-1.4807041313721978,1638
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,25.2,7,16.8,8.4,32.881893,-111.768036,47.4,-120.5,1102.36671949302,3,3,0,0,0,1,1.8698313746269193,1.7836940475896432,1.806046709772159,1.9318091198225709,0.11699526121604702,-0.8676358430165786,1.73690623247081,-1.4850392727636805,-0.20479944664521638,1642
Second Class,Gulf,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,10.47,3,7.47,3.0,32.881893,-111.768036,35.5,-79.4,1850.4602254941162,2,1,0,0,2,1,-0.30809341440913524,-0.30730129318139177,-0.2094238894562735,-0.5022618288080404,0.11699526121604702,-0.8676358430165786,-0.6041527517132829,0.8716153378138586,0.9224906611919949,1638
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,7.2,2,5.0,2.2,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,3,1,-0.79158384619107,-0.8300501283741505,-0.7429943482016355,-0.8628649323088715,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1640
Second Class,Interior,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,16.25,5,10.55,5.7,32.076176,-81.088371,46.4,-93.1,1177.1128445486424,2,2,0,4,1,1,0.5465165842757524,0.7381963772041257,0.4559190307606154,0.7147736455072653,-0.46101816903483744,1.1745497289985671,1.5401785867410542,0.08606380095467944,-0.09216570942060406,1639
Standard Class,Interior,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,6.5,2,4.22,2.28,32.076176,-81.088371,31.1,-97.6,973.2089808386704,3,2,0,4,1,1,-0.8950833270006586,-0.8300501283741505,-0.9114902825422762,-0.8268046219587886,-0.46101816903483744,1.1745497289985671,-1.4697543929242076,-0.17196407611585407,-0.39942517186232396,1641
Second Class,Gulf,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,27.92,8,19.92,8.0,32.881893,-111.768036,35.5,-79.4,1850.4602254941162,2,1,0,0,2,1,2.2720007857727493,2.306442882782402,2.480030447134722,1.751507568072155,0.11699526121604702,-0.8676358430165786,-0.6041527517132829,0.8716153378138586,0.9224906611919949,1638
Standard Class,Pacific,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,3.25,1,2.11,1.14,32.076176,-81.088371,44.1,-120.5,2272.6754818987615,3,3,0,4,1,1,-1.3756166307594622,-1.352798963566909,-1.3672933869765733,-1.3406640444474731,-0.46101816903483744,1.1745497289985671,1.0877050015626166,-1.4850392727636805,1.5587200604647256,1641
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,7.2,2,5.0,2.2,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,3,1,-0.79158384619107,-0.8300501283741505,-0.7429943482016355,-0.8628649323088715,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1640
Same Day,Pacific,Other,Secret Factory,OTH-GUM-21000,United States,5.0,4,2.6,2.4,41.446333,-90.565487,36.8,-119.4,1570.9013966106838,1,3,1,1,6,1,-1.116867928735491,0.21544754201136698,-1.2614433769420683,-0.7727141564336638,6.261040059300088,0.5437074574315892,-0.34840681226460096,-1.4219657917019948,0.501227944926166,1635
Same Day,Pacific,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,18.0,5,12.0,6.0,32.881893,-111.768036,36.8,-119.4,510.2265735683594,1,3,0,0,0,1,0.8052652862997236,0.7381963772041257,0.7691486522912934,0.8499998093200769,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1635
Standard Class,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,9.75,3,6.33,3.42,32.076176,-81.088371,40.6,-77.2,627.2644398314413,3,0,0,4,1,1,-0.4145500232418549,-0.30730129318139177,-0.455687178107979,-0.31294519947010396,-0.46101816903483744,1.1745497289985671,0.3991582415084716,0.9977622999372306,-0.9207234531725781,1640
Same Day,Pacific,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,9.75,3,6.33,3.42,32.076176,-81.088371,36.8,-119.4,2192.70126305183,1,3,0,4,1,1,-0.4145500232418549,-0.30730129318139177,-0.455687178107979,-0.31294519947010396,-0.46101816903483744,1.1745497289985671,-0.34840681226460096,-1.4219657917019948,1.4382081925432015,1635
Second Class,Gulf,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,20.94,6,14.94,6.0,32.881893,-111.768036,35.5,-79.4,1850.4602254941162,2,1,0,0,2,1,1.2399631056999956,1.2609452123968845,1.4042487124983234,0.8499998093200769,0.11699526121604702,-0.8676358430165786,-0.6041527517132829,0.8716153378138586,0.9224906611919949,1638
Second Class,Interior,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,3.6,1,2.4,1.2,32.881893,-111.768036,46.4,-93.1,1356.9596950172324,2,2,0,0,0,1,-1.323866890354668,-1.352798963566909,-1.3046474626704376,-1.3136188116849106,0.11699526121604702,-0.8676358430165786,1.5401785867410542,0.08606380095467944,0.17884262554363836,1639
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,32.4,9,22.5,9.9,32.881893,-111.768036,42.9,-75.6,2071.4348534160654,3,0,0,0,3,1,2.934397462954115,2.829191717975161,3.037363153030687,2.6079399388866293,0.11699526121604702,-0.8676358430165786,0.8516318266869092,1.0895055451178652,1.2554737844796025,1639
Standard Class,Gulf,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,3.75,1,2.45,1.3,32.076176,-81.088371,37.5,-85.3,444.34567535078514,3,1,0,4,4,1,-1.3016884301811849,-1.352798963566909,-1.2938464412383452,-1.2685434237473068,-0.46101816903483744,1.1745497289985671,-0.2106974602537714,0.5333121212102707,-1.1963608061006843,1639
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,7.2,2,4.8,2.4,32.881893,-111.768036,31.1,-97.6,838.6768461638266,3,2,0,0,0,1,-0.79158384619107,-0.8300501283741505,-0.7861984339300049,-0.7727141564336638,0.11699526121604702,-0.8676358430165786,-1.4697543929242076,-0.17196407611585407,-0.6021494882594144,1641
Second Class,Gulf,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,15.0,4,9.8,5.2,32.076176,-81.088371,35.5,-79.4,255.6494438913546,2,1,0,4,4,1,0.3616960828300587,0.21544754201136698,0.29390370927923015,0.4893967058192457,-0.46101816903483744,1.1745497289985671,-0.6041527517132829,0.8716153378138586,-1.4807041313721978,1638
Standard Class,Atlantic,Sugar,Sugar Shack,SUG-LAF-25000,United States,5.97,3,3.72,2.25,48.11914,-96.18115,40.1,-74.5,1204.1567691080224,3,0,2,2,11,1,-0.9734472196136328,-0.30730129318139177,-1.0195004968631995,-0.8403272383400696,11.048045997454684,0.1699020082554236,0.30079441864359374,1.152579026179551,-0.05141365317585943,1642
Standard Class,Pacific,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,9.75,3,6.33,3.42,32.076176,-81.088371,47.4,-120.5,2313.64674619799,3,3,0,4,1,1,-0.4145500232418549,-0.30730129318139177,-0.455687178107979,-0.31294519947010396,-0.46101816903483744,1.1745497289985671,1.73690623247081,-1.4850392727636805,1.6204590016259612,1642
Same Day,Pacific,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,3.49,1,2.49,1.0,32.881893,-111.768036,36.8,-119.4,510.2265735683594,1,3,0,0,2,1,-1.340131094481889,-1.352798963566909,-1.2852056240926715,-1.4037695875601186,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1635
Second Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,10.47,3,7.47,3.0,32.881893,-111.768036,39.1,-76.8,1988.6206751806435,2,0,0,0,2,1,-0.30809341440913524,-0.30730129318139177,-0.2094238894562735,-0.5022618288080404,0.11699526121604702,-0.8676358430165786,0.10406677291383803,1.0206981112323896,1.130682427296879,1637
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,14.4,4,10.0,4.4,32.881893,-111.768036,40.6,-77.2,1972.8943441481065,3,0,0,0,3,1,0.27298224213612576,0.21544754201136698,0.3371077950075994,0.12879360231841452,0.11699526121604702,-0.8676358430165786,0.3991582415084716,0.9977622999372306,1.1069846712498876,1641
Standard Class,Atlantic,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,22.75,7,14.77,7.98,32.076176,-81.088371,39.0,-75.5,572.0602766963383,3,0,0,4,1,1,1.5075831917933598,1.7836940475896432,1.3675252396292095,1.7424924904846344,-0.46101816903483744,1.1745497289985671,0.08439400834086219,1.0952394979416546,-1.00390972135219,1639
Same Day,Interior,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,32.4,9,22.5,9.9,32.881893,-111.768036,35.6,-97.5,835.4992991842772,1,2,0,0,3,1,2.934397462954115,2.829191717975161,3.037363153030687,2.6079399388866293,0.11699526121604702,-0.8676358430165786,-0.584479987140307,-0.16623012329206477,-0.6069376828480582,1635
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,13.96,4,9.96,4.0,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,2,1,0.20792542562724167,0.21544754201136698,0.32846697786192575,-0.05150794943200127,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1640
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,14.4,4,10.0,4.4,32.881893,-111.768036,42.9,-75.6,2071.4348534160654,3,0,0,0,3,1,0.27298224213612576,0.21544754201136698,0.3371077950075994,0.12879360231841452,0.11699526121604702,-0.8676358430165786,0.8516318266869092,1.0895055451178652,1.2554737844796025,1639
Second Class,Pacific,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,10.47,3,7.47,3.0,32.881893,-111.768036,36.8,-119.4,510.2265735683594,2,3,0,0,2,1,-0.30809341440913524,-0.30730129318139177,-0.2094238894562735,-0.5022618288080404,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1640
Standard Class,Pacific,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,15.0,4,9.8,5.2,32.076176,-81.088371,36.8,-119.4,2192.70126305183,3,3,0,4,4,1,0.3616960828300587,0.21544754201136698,0.29390370927923015,0.4893967058192457,-0.46101816903483744,1.1745497289985671,-0.34840681226460096,-1.4219657917019948,1.4382081925432015,1640
Second Class,Pacific,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,25.2,7,16.8,8.4,32.881893,-111.768036,36.8,-119.4,510.2265735683594,2,3,0,0,0,1,1.8698313746269193,1.7836940475896432,1.806046709772159,1.9318091198225709,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1640
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,17.45,5,12.45,5.0,32.881893,-111.768036,40.6,-77.2,1972.8943441481065,3,0,0,0,2,1,0.7239442656636182,0.7381963772041257,0.8663578451801244,0.3992459299440378,0.11699526121604702,-0.8676358430165786,0.3991582415084716,0.9977622999372306,1.1069846712498876,1641
Second Class,Atlantic,Sugar,Sugar Shack,SUG-SWE-91000,United States,7.5,5,3.5,4.0,48.11914,-96.18115,42.9,-75.6,1055.8759667573158,2,0,2,2,13,1,-0.7472269258441036,0.7381963772041257,-1.067024991164406,-0.05150794943200127,11.048045997454684,0.1699020082554236,0.8516318266869092,1.0895055451178652,-0.27485561642138895,1640
First Class,Pacific,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,10.8,3,7.2,3.6,32.881893,-111.768036,36.8,-119.4,510.2265735683594,0,3,0,0,0,1,-0.2593008020274721,-0.30730129318139177,-0.2677494051895721,-0.23180950118241686,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1637
Standard Class,Pacific,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,9.75,3,6.33,3.42,32.076176,-81.088371,36.8,-119.4,2192.70126305183,3,3,0,4,1,1,-0.4145500232418549,-0.30730129318139177,-0.455687178107979,-0.31294519947010396,-0.46101816903483744,1.1745497289985671,-0.34840681226460096,-1.4219657917019948,1.4382081925432015,1639
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,27.92,8,19.92,8.0,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,2,1,2.2720007857727493,2.306442882782402,2.480030447134722,1.751507568072155,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1640
Second Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,25.2,7,17.5,7.7,32.881893,-111.768036,42.9,-75.6,2071.4348534160654,2,0,0,0,3,1,1.8698313746269193,1.7836940475896432,1.9572610098214518,1.6162814042593434,0.11699526121604702,-0.8676358430165786,0.8516318266869092,1.0895055451178652,1.2554737844796025,1637
Second Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,7.2,2,5.0,2.2,32.881893,-111.768036,39.1,-76.8,1988.6206751806435,2,0,0,0,3,1,-0.79158384619107,-0.8300501283741505,-0.7429943482016355,-0.8628649323088715,0.11699526121604702,-0.8676358430165786,0.10406677291383803,1.0206981112323896,1.130682427296879,1638
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,7.2,2,4.8,2.4,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,0,1,-0.79158384619107,-0.8300501283741505,-0.7861984339300049,-0.7727141564336638,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1640
Second Class,Atlantic,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,11.25,3,7.35,3.9,32.076176,-81.088371,39.1,-76.8,541.6529732127352,2,0,0,4,4,1,-0.19276542150702244,-0.30730129318139177,-0.23534634089329518,-0.09658333736960521,-0.46101816903483744,1.1745497289985671,0.10406677291383803,1.0206981112323896,-1.049729999363024,1638
Standard Class,Gulf,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,11.25,3,7.35,3.9,32.076176,-81.088371,27.8,-81.5,296.4837210723361,3,1,0,4,4,1,-0.19276542150702244,-0.30730129318139177,-0.23534634089329518,-0.09658333736960521,-0.46101816903483744,1.1745497289985671,-2.118955623832402,0.7512023285142766,-1.4191716139027364,1639
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,3.6,1,2.5,1.1,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,3,1,-1.323866890354668,-1.352798963566909,-1.2830454198062529,-1.3586941996225146,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1640
Second Class,Atlantic,Other,Secret Factory,OTH-GUM-21000,United States,3.75,3,1.95,1.8,41.446333,-90.565487,39.1,-76.8,742.6906154641341,2,0,1,1,6,1,-1.3016884301811849,-0.30730129318139177,-1.4018566555592689,-1.0431664840592874,6.261040059300088,0.5437074574315892,0.10406677291383803,1.0206981112323896,-0.746789600074775,1638
Standard Class,Gulf,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,14.4,4,9.6,4.8,32.881893,-111.768036,27.8,-81.5,1832.1885197735455,3,1,0,0,0,1,0.27298224213612576,0.21544754201136698,0.25069962355086056,0.3090951540688299,0.11699526121604702,-0.8676358430165786,-2.118955623832402,0.7512023285142766,0.8949573208449905,1639
Standard Class,Pacific,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,6.5,2,4.22,2.28,32.076176,-81.088371,36.8,-119.4,2192.70126305183,3,3,0,4,1,1,-0.8950833270006586,-0.8300501283741505,-0.9114902825422762,-0.8268046219587886,-0.46101816903483744,1.1745497289985671,-0.34840681226460096,-1.4219657917019948,1.4382081925432015,1642
First Class,Pacific,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,15.0,4,9.8,5.2,32.076176,-81.088371,34.3,-111.1,1735.881629289095,0,3,0,4,4,1,0.3616960828300587,0.21544754201136698,0.29390370927923015,0.4893967058192457,-0.46101816903483744,1.1745497289985671,-0.8402259265889902,-0.9460477073274546,0.7498340119420475,1636
Second Class,Interior,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,18.0,5,12.0,6.0,32.881893,-111.768036,31.1,-97.6,838.6768461638266,2,2,0,0,0,1,0.8052652862997236,0.7381963772041257,0.7691486522912934,0.8499998093200769,0.11699526121604702,-0.8676358430165786,-1.4697543929242076,-0.17196407611585407,-0.6021494882594144,1640
Standard Class,Pacific,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,18.75,5,12.25,6.5,32.076176,-81.088371,47.4,-120.5,2313.64674619799,3,3,0,4,4,1,0.9161575871671399,0.7381963772041257,0.8231537594517552,1.0753767490080963,-0.46101816903483744,1.1745497289985671,1.73690623247081,-1.4850392727636805,1.6204590016259612,1642
Same Day,Pacific,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,10.8,3,7.2,3.6,32.881893,-111.768036,36.8,-119.4,510.2265735683594,1,3,0,0,0,1,-0.2593008020274721,-0.30730129318139177,-0.2677494051895721,-0.23180950118241686,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1635
Second Class,Pacific,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,11.25,3,7.35,3.9,32.076176,-81.088371,47.4,-120.5,2313.64674619799,2,3,0,4,4,1,-0.19276542150702244,-0.30730129318139177,-0.23534634089329518,-0.09658333736960521,-0.46101816903483744,1.1745497289985671,1.73690623247081,-1.4850392727636805,1.6204590016259612,1637
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,3.49,1,2.49,1.0,32.881893,-111.768036,47.4,-120.5,1102.36671949302,3,3,0,0,2,1,-1.340131094481889,-1.352798963566909,-1.2852056240926715,-1.4037695875601186,0.11699526121604702,-0.8676358430165786,1.73690623247081,-1.4850392727636805,-0.20479944664521638,1642
Standard Class,Atlantic,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,11.25,3,7.35,3.9,32.076176,-81.088371,42.9,-75.6,805.6465281797413,3,0,0,4,4,1,-0.19276542150702244,-0.30730129318139177,-0.23534634089329518,-0.09658333736960521,-0.46101816903483744,1.1745497289985671,0.8516318266869092,1.0895055451178652,-0.6519223447586157,1641
Second Class,Gulf,Other,Secret Factory,OTH-GUM-21000,United States,6.25,5,3.25,3.0,41.446333,-90.565487,27.8,-81.5,1073.0641602381402,2,1,1,1,6,1,-0.9320474272897973,0.7381963772041257,-1.1210300983248678,-0.5022618288080404,6.261040059300088,0.5437074574315892,-2.118955623832402,0.7512023285142766,-0.24895500329335982,1639
First Class,Pacific,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,22.5,6,14.7,7.8,32.076176,-81.088371,34.3,-111.1,1735.881629289095,0,3,0,4,4,1,1.470619091504221,1.2609452123968845,1.35240380962428,1.6613567921969472,-0.46101816903483744,1.1745497289985671,-0.8402259265889902,-0.9460477073274546,0.7498340119420475,1636
Standard Class,Pacific,Chocolate,Wicked Choccy's,CHO-MIL-31000,United States,22.75,7,14.77,7.98,32.076176,-81.088371,36.8,-119.4,2192.70126305183,3,3,0,4,1,1,1.5075831917933598,1.7836940475896432,1.3675252396292095,1.7424924904846344,-0.46101816903483744,1.1745497289985671,-0.34840681226460096,-1.4219657917019948,1.4382081925432015,1641
First Class,Pacific,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,6.98,2,4.98,2.0,32.881893,-111.768036,34.3,-111.1,105.25594434527244,0,3,0,0,2,1,-0.8241122544455122,-0.8300501283741505,-0.7473147567744723,-0.9530157081840794,0.11699526121604702,-0.8676358430165786,-0.8402259265889902,-0.9460477073274546,-1.7073296841424288,1636
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,7.2,2,4.8,2.4,32.881893,-111.768036,42.9,-75.6,2071.4348534160654,3,0,0,0,0,1,-0.79158384619107,-0.8300501283741505,-0.7861984339300049,-0.7727141564336638,0.11699526121604702,-0.8676358430165786,0.8516318266869092,1.0895055451178652,1.2554737844796025,1641
First Class,Pacific,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,7.5,2,4.9,2.6,32.076176,-81.088371,34.3,-111.1,1735.881629289095,0,3,0,4,4,1,-0.7472269258441036,-0.8300501283741505,-0.7645963910658201,-0.6825633805584559,-0.46101816903483744,1.1745497289985671,-0.8402259265889902,-0.9460477073274546,0.7498340119420475,1636
Second Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,14.4,4,10.0,4.4,32.881893,-111.768036,36.8,-119.4,510.2265735683594,2,3,0,0,3,1,0.27298224213612576,0.21544754201136698,0.3371077950075994,0.12879360231841452,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1639
First Class,Gulf,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,18.0,5,12.5,5.5,32.881893,-111.768036,35.9,-86.7,1440.3887080579373,0,1,0,0,3,1,0.8052652862997236,0.7381963772041257,0.8771588666122169,0.6246228696320574,0.11699526121604702,-0.8676358430165786,-0.5254616934213808,0.4530367816772155,0.30456046743501075,1638
Second Class,Gulf,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,18.75,5,12.25,6.5,32.076176,-81.088371,27.8,-81.5,296.4837210723361,2,1,0,4,4,1,0.9161575871671399,0.7381963772041257,0.8231537594517552,1.0753767490080963,-0.46101816903483744,1.1745497289985671,-2.118955623832402,0.7512023285142766,-1.4191716139027364,1640
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,3.6,1,2.5,1.1,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,3,1,-1.323866890354668,-1.352798963566909,-1.2830454198062529,-1.3586941996225146,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1640
Standard Class,Interior,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,25.2,7,16.8,8.4,32.881893,-111.768036,44.3,-85.4,1617.5751554376207,3,2,0,0,0,1,1.8698313746269193,1.7836940475896432,1.806046709772159,1.9318091198225709,0.11699526121604702,-0.8676358430165786,1.127050530708567,0.5275781683864805,0.5715598836465491,1642
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,18.0,5,12.5,5.5,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,3,1,0.8052652862997236,0.7381963772041257,0.8771588666122169,0.6246228696320574,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1640
First Class,Interior,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,14.4,4,9.6,4.8,32.881893,-111.768036,31.1,-97.6,838.6768461638266,0,2,0,0,0,1,0.27298224213612576,0.21544754201136698,0.25069962355086056,0.3090951540688299,0.11699526121604702,-0.8676358430165786,-1.4697543929242076,-0.17196407611585407,-0.6021494882594144,1637
Standard Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,11.25,3,7.35,3.9,32.076176,-81.088371,44.3,-89.8,966.730515473792,3,2,0,4,4,1,-0.19276542150702244,-0.30730129318139177,-0.23534634089329518,-0.09658333736960521,-0.46101816903483744,1.1745497289985671,1.127050530708567,0.2752842441397372,-0.4091874674326088,1641
Standard Class,Interior,Chocolate,Wicked Choccy's,CHO-TRI-54000,United States,15.0,4,9.8,5.2,32.076176,-81.088371,42.0,-93.5,966.9058689733904,3,2,0,4,4,1,0.3616960828300587,0.21544754201136698,0.29390370927923015,0.4893967058192457,-0.46101816903483744,1.1745497289985671,0.6745769455301294,0.06312798965952059,-0.408923230056016,1640
First Class,Interior,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,18.0,5,12.0,6.0,32.881893,-111.768036,31.1,-97.6,838.6768461638266,0,2,0,0,0,1,0.8052652862997236,0.7381963772041257,0.7691486522912934,0.8499998093200769,0.11699526121604702,-0.8676358430165786,-1.4697543929242076,-0.17196407611585407,-0.6021494882594144,1637
Standard Class,Pacific,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,10.8,3,7.5,3.3,32.881893,-111.768036,36.8,-119.4,510.2265735683594,3,3,0,0,3,1,-0.2593008020274721,-0.30730129318139177,-0.20294327659701802,-0.3670356649952287,0.11699526121604702,-0.8676358430165786,-0.34840681226460096,-1.4219657917019948,-1.097085937036398,1640
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-FUD-51000,United States,7.2,2,4.8,2.4,32.881893,-111.768036,40.4,-82.8,1679.099176164341,3,0,0,0,0,1,-0.79158384619107,-0.8300501283741505,-0.7861984339300049,-0.7727141564336638,0.11699526121604702,-0.8676358430165786,0.35981271236251994,0.6766609418050116,0.6642694438863379,1642
Standard Class,Atlantic,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,3.49,1,2.49,1.0,32.881893,-111.768036,42.9,-75.6,2071.4348534160654,3,0,0,0,2,1,-1.340131094481889,-1.352798963566909,-1.2852056240926715,-1.4037695875601186,0.11699526121604702,-0.8676358430165786,0.8516318266869092,1.0895055451178652,1.2554737844796025,1641
Second Class,Interior,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,10.8,3,7.5,3.3,32.881893,-111.768036,44.4,-100.2,1009.3283365759407,2,2,0,0,3,1,-0.2593008020274721,-0.30730129318139177,-0.20294327659701802,-0.3670356649952287,0.11699526121604702,-0.8676358430165786,1.1467232952815427,-0.32104684953438506,-0.3449974939083619,1638
First Class,Interior,Chocolate,Lot's O' Nuts,CHO-SCR-58000,United States,7.2,2,5.0,2.2,32.881893,-111.768036,31.1,-97.6,838.6768461638266,0,2,0,0,3,1,-0.79158384619107,-0.8300501283741505,-0.7429943482016355,-0.8628649323088715,0.11699526121604702,-0.8676358430165786,-1.4697543929242076,-0.17196407611585407,-0.6021494882594144,1637
Same Day,Pacific,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,6.98,2,4.98,2.0,32.881893,-111.768036,34.3,-111.1,105.25594434527244,1,3,0,0,2,1,-0.8241122544455122,-0.8300501283741505,-0.7473147567744723,-0.9530157081840794,0.11699526121604702,-0.8676358430165786,-0.8402259265889902,-0.9460477073274546,-1.7073296841424288,1635
Same Day,Pacific,Chocolate,Lot's O' Nuts,CHO-NUT-13000,United States,6.98,2,4.98,2.0,32.881893,-111.768036,34.3,-111.1,105.25594434527244,1,3,0,0,2,1,-0.8241122544455122,-0.8300501283741505,-0.7473147567744723,-0.9530157081840794,0.11699526121604702,-0.8676358430165786,-0.8402259265889902,-0.9460477073274546,-1.7073296841424288,1635
